;; -*- coding: utf-8 -*--
a-li-tong 阿里通
xue-xi 学习
xue-xi-ce-lue 学习策略
xue-xi-cheng-xu 学习程序
xue-xi-feng-fan 学习风范
xue-xi-gong-neng 学习功能
xue-xi-jian-dan-gai-nian 学习简单概念
xue-xi-li-lun 学习理论
xue-xi-mo-shi 学习模式
xue-xi-qu-xian 学习曲线
xue-xi-zhu-ti 学习主体
xue-xi-zi-dong-ji 学习自动机
xun-dao 寻道
xun-dao-shi-jian 寻道时间
xun-huan 循环
xun-huan-bu-bian-shi 循环不变式
xun-huan-ce-shi 循环测试
xun-huan-chong-gou-ji-shu 循环重构技术
xun-huan-diao-du 循环调度
xun-huan-huan-chong 循环缓冲
xun-huan-jie-wei 循环借位
xun-huan-jin-wei 循环进位
xun-huan-lian-biao 循环链表
xun-huan-rong-yu-jian-yan 循环冗余检验
xun-huan-wang 循环网
xun-huan-yi-wei 循环移位
xun-huan-zhan-kai 循环展开
xun-jing-han-shu 寻径函数
xun-lei 迅雷
xun-wen-zhan 询问站
xun-you 巡游
xun-zhi 寻址
xun-zhi-fang-shi 寻址方式
ya-dian-shi-da-yin-tou 压电式打印头
ya-dian-shi-li-chuan-gan-qi 压电式力传感器
ya-gan-zhi 压感纸
ya-han 压焊
ya-li-bian-song-qi 压力变送器
ya-suo 压缩
ya-suo-bao 压缩包
ya-suo-han-shu 压缩函数
ya-suo-jie-ya 压缩解压
ya-suo-lv 压缩率
yan-chi 延迟
yan-chi-jia-zai 延迟加载
yan-chi-ren-wu 延迟任务
yan-chi-shi-jian 延迟时间
yan-chi-xian 延迟线
yan-chi-zhuan-yi 延迟转移
yan-hua-mo-xing 演化模型
yan-ma 掩码
yan-mo-tu 掩模图
yan-mo-xing-zhi-du-cun-chu-qi 掩模型只读存储器
yan-qi-chu-li 延期处理
yan-se-xi-tong 颜色系统
yan-se-zhi-fang-tu 颜色直方图
yan-shi-cheng-xu 演示程序
yan-shou 验收
yan-shou-ce-shi 验收测试
yan-shou-jian-cha 验收检查
yan-shou-zhun-ze 验收准则
yan-suan 演算
yan-suan 验算
yan-yi 演绎
yan-yi-gui-ze 演绎规则
yan-yi-mo-ni 演绎模拟
yan-yi-shu 演绎树
yan-yi-shu-ju 演绎数据
yan-yi-shu-ju-ku 演绎数据库
yan-yi-shu-xue 演绎数学
yan-yi-tui-li 演绎推理
yan-yi-zong-he-fang-fa 演绎综合方法
yan-yu 言语
yan-yu-he-cheng 言语合成
yan-yu-xing-wei-li-lun 言语行为理论
yan-zheng 验证
yan-zheng-hua-bao-hu 验证化保护
yan-zheng-hua-she-ji 验证化设计
yan-zheng-suan-fa 验证算法
yan-zheng-xi-tong 验证系统
yan-zheng-zhe 验证者
yan-zhong-cuo-wu 严重错误
yan-zhong-xing 严重性
yang-ben 样本
yang-ben-fen-bu 样本分布
yang-ben-ji 样本集
yang-ben-ju 样本矩
yang-ben-jun-zhi 样本均值
yang-ben-kong-jian 样本空间
yang-ben-li-cha 样本离差
yang-ben-qu-jian 样本区间
yang-ben-xie-fang-cha 样本协方差
yang-sheng-qi 扬声器
yang-tiao 样条
yang-tiao-ni-he 样条拟合
yang-tiao-qu-mian 样条曲面
yang-tiao-qu-xian 样条曲线
yao-cao-zuo 遥操作
yao-xian 遥现
ye-bian-kong-bai 页边空白
ye-biao 页表
ye-biao-cha-kan 页表查看
ye-biao-xiang 页表项
ye-chi 页池
ye-deng-dai 页等待
ye-di-zhi 页地址
ye-diao-chu 页调出
ye-diao-ru 页调入
ye-fen-pei-biao 页分配表
ye-hui-shou 页回收
ye-jing 液晶
ye-jing-xian-shi 液晶显示
ye-jing-yin-shua-ji 液晶印刷机
ye-kong-zhi-kuai 页控制块
ye-leng 液冷
ye-mian-cun-qu-shi-jian 页面存取时间
ye-mian-miao-shu-yu-yan 页面描述语言
ye-mian-ti-huan-ce-lue 页面替换策略
ye-mo-shi 页模式
ye-shi-cun-chu-xi-tong 页式存储系统
ye-shi-da-yin-ji 页式打印机
ye-wu 业务
ye-wu-he-tong 业务合同
ye-wu-liang 业务量
ye-wu-liang-guan-li 业务量管理
ye-wu-liang-kong-zhi 业务量控制
ye-wu-liang-miao-shu-ci 业务量描述词
ye-wu-te-ding-xie-tiao-gong-neng 业务特定协调功能
ye-ying-she-biao 页映射表
ye-zhen 页帧
ye-zhen-biao 页帧表
yi-ban-yong-hu 一般用户
yi-bi-wen-jian 已闭文件
yi-biao 仪表
yi-bu 异步
yi-bu-bing-xing-suan-fa 异步并行算法
yi-bu-bing-xing-xing 异步并行性
yi-bu-cao-zuo 异步操作
yi-bu-chuan-shu 异步传输
yi-bu-chuan-song-mo-shi 异步传送模式
yi-bu-guo-cheng-diao-yong 异步过程调用
yi-bu-kong-zhi 异步控制
yi-bu-ping-heng-mo-shi 异步平衡模式
yi-bu-shi-fen-fu-yong 异步时分复用
yi-bu-shua-xin 异步刷新
yi-bu-suan-fa 异步算法
yi-bu-tong-xin 异步通信
yi-bu-xi-tong-zi-xian 异步系统自陷
yi-bu-zong-xian 异步总线
yi-chang 异常
yi-chang-chu-li 异常处理
yi-chang-chu-li-cheng-xu 异常处理程序
yi-chang-diao-du-cheng-xu 异常调度程序
yi-chang-fen-pai-cheng-xu 异常分派程序
yi-chang-zhong-zhi 异常中止
yi-chang-zhong-zhi-chu-kou 异常终止出口
yi-chang-zhong-zhi-lian-jie 异常中止连接
yi-chang-zhong-zhi-xu-lie 异常中止序列
yi-chang-zhong-zhi-zhuan-chu 异常终止转储
yi-chu 溢出
yi-chu 移出
yi-chu-jian-cha 溢出检查
yi-chu-kong-zhi-cheng-xu 溢出控制程序
yi-chu-qu 溢出区
yi-chu-tong 溢出桶
yi-chuan-cao-zuo 遗传操作
yi-chuan-gui-hua-suan-fa 遗传规划算法
yi-chuan-ji-suan 遗传计算
yi-chuan-suan-fa 遗传算法
yi-chuan-xue-xi 遗传学习
yi-ci-xuan-ze 译词选择
yi-ci-yi-mi-luan-shu-ben 一次一密乱数本
yi-cun 依存
yi-cun-guan-xi-he-yi-yu-fa 依存关系合一语法
yi-cun-guan-xi-ju-fa-fen-xi 依存关系句法分析
yi-cun-guan-xi-shu 依存关系树
yi-cun-jie-gou 依存结构
yi-cun-yu-fa 依存语法
yi-dian-tou-shi 一点透视
yi-diao-du-xing 易调度性
yi-dong-dai-li 移动代理
yi-dong-ji-qi-ren 移动机器人
yi-dong-ji-suan 移动计算
yi-dong-ji-suan-ji 移动计算机
yi-dong-jing-tou 移动镜头
yi-dong-zhu-ti 移动主体
yi-dui-yi-lian-xi 一对一联系
yi-ge-dui-xiang 一个对象
yi-gou 异构
yi-gou-ji-qun 异构机群
yi-gou-ji-suan 异构计算
yi-gou-xing-xi-tong 异构型系统
yi-gou-zhu-ti 异构主体
yi-guan-li-xing 易管理性
yi-jie-can-shu-lian-xu 一阶参数连续
yi-jie-ji-he-lian-xu 一阶几何连续
yi-jie-ju 一阶矩
yi-jie-li-lun 一阶理论
yi-jie-luo-ji 一阶逻辑
yi-kai-wen-jian 已开文件
yi-kuo-chong-xing 易扩充性
yi-kuo-suo-xing 易扩缩性
yi-kuo-zhan-de 易扩展的
yi-kuo-zhan-xing 易扩展性
yi-lai-bao-chi 依赖保持
yi-lai-bian 依赖边
yi-lai-fang 依赖方
yi-lai-hu 依赖弧
yi-lai-ji-de-fu-gai 依赖集的覆盖
yi-lai-ji-de-zui-xiao-fu-gai 依赖集的最小覆盖
yi-lai-ji-de-zui-you-fu-gai 依赖集的最优覆盖
yi-lai-tu 依赖图
yi-lai-xue-xi 依赖学习
yi-ma 译码
yi-ma-qi 译码器
yi-miao 疫苗
yi-pei-zhun-tu-xiang 已配准图像
yi-pin-jian-kong 移频键控
yi-ru 移入
yi-ru-gui-yue 移入规约
yi-shi 意识
yi-shi-xing-cun-chu-qi 易失性存储器
yi-shi-xing-jian-cha-dian 易失性检查点
yi-tai-wang 以太网
yi-ti 异体
yi-ti-zi 异体字
yi-tu 意图
yi-tu-mo-xing 意图模型
yi-wai-ting-ji 意外停机
yi-wang-yin-zi 遗忘因子
yi-wei-hu-xing 易维护性
yi-wei-ji-cun-qi 移位寄存器
yi-wei-qi 移位器
yi-wei-wang 移位网
yi-wei-zhi-ling 移位指令
yi-wen 彝文
yi-wu 义务
yi-xiang-suo 意向锁
yi-xiang-xi-tong 意向系统
yi-xiu-gai-xing 易修改性
yi-xue-cheng-xiang 医学成像
yi-yi-yu 意义域
yi-yi-zhi-xing 易移植性
yi-yong-xing 易用性
yi-zhi-gu-ji 一致估计
yi-zhi-hu 抑止弧
yi-zhi-ming-wen-gong-ji 已知明文攻击
yi-zhi-xing 一致性
yi-zhi-xing-ce-shi 一致性测试
yi-zhi-xing-chong-yan 一致性重演
yi-zhi-xing-jian-yan 一致性检验
yi-zhi-xing-qiang-zhi-qi 一致性强制器
yi-zhi-xing-yue-shu 一致性约束
yin-bi-xin-dao 隐蔽信道
yin-cang-mian-xiao-chu 隐藏面消除
yin-cang-wen-jian 隐藏文件
yin-cang-xian-xiao-chu 隐藏线消除
yin-cuo 隐错
yin-cuo-sa-bo 隐错撒播
yin-dao-cheng-xu 引导程序
yin-dao-kou-ling 引导口令
yin-dao-zhuang-ru-cheng-xu 引导装入程序
yin-gui 音轨
yin-guo-fen-xi-xi-tong 因果分析系统
yin-guo-luo-ji 因果逻辑
yin-guo-tu 因果图
yin-guo-tui-li 因果推理
yin-guo-xiao-xi-ri-zhi 因果消息日志
yin-guo-xing 因果性
yin-han-shu-xing 隐含属性
yin-ji-she-xian-guan 阴极射线管
yin-ji-she-xian-guan-xian-shi-qi 阴极射线管显示器
yin-jiao 引脚
yin-jiao-fen-pei 引脚分配
yin-jiao-zhen-lie-feng-zhuang 引脚阵列封装
yin-ma-er-ke-fu-mo-xing 隐马尔可夫模型
yin-mian 隐面
yin-pin 音频
yin-pin-he-cheng 音频合成
yin-pin-liu 音频流
yin-pin-shu-ju-ku 音频数据库
yin-pin-yu-du 音频预读
yin-quan-dian-ji 音圈电机
yin-shi-bing-xing-xing 隐式并行性
yin-shi-shi-ti-mo-xing 隐式实体模型
yin-shi-zhan 隐式栈
yin-shua-ji 印刷机
yin-shua-ti 印刷体
yin-shua-ti-han-zi-shi-bie 印刷体汉字识别
yin-te-wang 因特网
yin-te-wang-bian-hao-guan-li-ju 因特网编号管理局
yin-te-wang-dian-hua 因特网电话
yin-te-wang-fu-wu-qing-dan 因特网服务清单
yin-te-wang-fu-wu-ti-gong-zhe 因特网服务提供者
yin-te-wang-gong-cheng 因特网工程
yin-te-wang-gong-cheng-bei-wang-lu 因特网工程备忘录
yin-te-wang-gong-cheng-zhi-dao-zu 因特网工程指导组
yin-te-wang-jie-li-xian-tan 因特网接力闲谈
yin-te-wang-jie-ru-ti-gong-zhe 因特网接入提供者
yin-te-wang-kong-zhi-xiao-xi-xie-yi 因特网控制消息协议
yin-te-wang-nei-rong-ti-gong-zhe 因特网内容提供者
yin-te-wang-ping-tai-ti-gong-zhe 因特网平台提供者
yin-te-wang-shang-wu-ti-gong-zhe 因特网商务提供者
yin-te-wang-shang-ye-zhong-xin 因特网商业中心
yin-te-wang-xie-hui 因特网协会
yin-te-wang-xin-xi-fu-wu-qi 因特网信息服务器
yin-te-wang-yan-jiu 因特网研究
yin-te-wang-yan-jiu-zhi-dao-zu 因特网研究指导组
yin-te-wang-zhu-ti 因特网主体
yin-xian 隐线
yin-xiao 音效
yin-xing-jie-he-bian-ma 音形结合编码
yin-ying 阴影
yin-yue 音乐
yin-zhao-xin-an 银兆信安
yin-zhi-ban 印制板
yin-zhi-ban-bu-ju 印制板布局
yin-zhi-ban-bu-xian 印制板布线
yin-zhi-ban-ce-shi 印制板测试
yin-zhi-dian-lu-ban 印制电路板
yin-zhi-diao-yong 引址调用
yin-zi-fen-jie-fa 因子分解法
ying-bian-guo-cheng 应变过程
ying-bian-ji-hua 应变计划
ying-ci-pan 硬磁盘
ying-cun-he-shi-ci-dai 英寸盒式磁带
ying-cuo-wu 硬错误
ying-da 应答
ying-die 影碟
ying-gu-zhang 硬故障
ying-guang-shu-ma-guan 荧光数码管
ying-ji-an-niu 应急按钮
ying-ji-bei-yong-she-bei 应急备用设备
ying-ji-ji-hua 应急计划
ying-ji-wei-xiu 应急维修
ying-ji-zhuan-chu 应急转储
ying-jian 硬件
ying-jian-an-quan 硬件安全
ying-jian-ce-shi 硬件测试
ying-jian-duo-xian-cheng 硬件多线程
ying-jian-gu-zhang 硬件故障
ying-jian-jian-kong-qi 硬件监控器
ying-jian-jian-yan 硬件检验
ying-jian-miao-shu-yu-yan 硬件描述语言
ying-jian-pei-zhi-xiang 硬件配置项
ying-jian-ping-tai 硬件平台
ying-jian-rong-yu 硬件冗余
ying-jian-rong-yu-jian-yan 硬件冗余检验
ying-jian-she-ji-yu-yan 硬件设计语言
ying-jian-yan-zheng 硬件验证
ying-jian-zi-yuan 硬件资源
ying-lian-xian-kong-zhi 硬联线控制
ying-lian-xian-luo-ji 硬连线逻辑
ying-pan 硬盘
ying-pan-jie-kou 硬盘接口
ying-pan-qu-dong-qi 硬盘驱动器
ying-shan-qu-ge-shi 硬扇区格式
ying-she 映射
ying-she-cheng-xu 映射程序
ying-she-di-zhi 映射地址
ying-she-fang-shi 映射方式
ying-she-han-shu 映射函数
ying-te-er-fu-wu-qi 英特尔服务器
ying-ting-ji 硬停机
ying-wen-suo-xie-ci 英文缩写词
ying-yong 应用
ying-yong-ceng 应用层
ying-yong-cheng-xu-jie-kou 应用程序接口
ying-yong-fu-wu 应用服务
ying-yong-fu-wu-qi 应用服务器
ying-yong-fu-wu-ti-gong-zhe 应用服务提供者
ying-yong-fu-wu-yao-su 应用服务要素
ying-yong-huan-jing 应用环境
ying-yong-jin-cheng 应用进程
ying-yong-kai-fa-gong-ju 应用开发工具
ying-yong-ling-yu 应用领域
ying-yong-luo-ji 应用逻辑
ying-yong-ruan-jian 应用软件
ying-yong-sheng-cheng-cheng-xu 应用生成程序
ying-yong-sheng-cheng-qi 应用生成器
ying-yong-xie-yi-shi-ti 应用协议实体
ying-yong-zhuang-kuang 应用状况
yong-hu 用户
yong-hu-biao-shi-ma 用户标识码
yong-hu-biao-zhi 用户标识
yong-hu-biao-zhi-zhuan-yong 用户标识专用
yong-hu-chan-quan-she-bei 用户产权设备
yong-hu-chan-quan-wang-luo 用户产权网络
yong-hu-cheng-xu 用户程序
yong-hu-dai-li 用户代理
yong-hu-deng-lu-hao 用户登录号
yong-hu-ding-yi-xiao-xi 用户定义消息
yong-hu-fen-qu 用户分区
yong-hu-fen-shi 用户分时
yong-hu-he-tong-guan-li-yuan 用户合同管理员
yong-hu-jia-mi 用户加密
yong-hu-jian-jie 用户简介
yong-hu-jian-zhu-qun-she-bei 用户建筑群设备
yong-hu-jian-zhu-qun-wang-luo 用户建筑群网络
yong-hu-jie-mian 用户界面
yong-hu-jie-mian-guan-li-xi-tong 用户界面管理系统
yong-hu-jin-ru-shi-jian 用户进入时间
yong-hu-mi-yue 用户密钥
yong-hu-nei-cun 用户内存
yong-hu-qu 用户区
yong-hu-ren-wu 用户任务
yong-hu-ren-wu-ji 用户任务集
yong-hu-ri-zhi 用户日志
yong-hu-shu-ju-bao-xie-yi 用户数据报协议
yong-hu-te-xu-wen-jian 用户特许文件
yong-hu-wen-dang 用户文档
yong-hu-wen-jian-mu-lu 用户文件目录
yong-hu-xian-lu 用户线路
yong-hu-xing-qu 用户兴趣
yong-hu-xu-qiu 用户需求
yong-hu-xuan-xiang 用户选项
yong-hu-zao-ci-cheng-xu 用户造词程序
yong-hu-zao-zi-cheng-xu 用户造字程序
yong-hu-zhan 用户栈
yong-hu-zhan-zhi-zhen 用户栈指针
yong-hu-zhang-hao 用户账号
yong-hu-zhang-hu 用户账户
yong-hu-zhi-ding-xing 用户指定型
yong-hu-zhong-duan-ye-wu 用户终端业务
yong-hu-zhong-yang-chu-li-qi-shi-jian 用户中央处理器时间
yong-hu-zhu-ce 用户注册
yong-hu-zhu-ti 用户主体
yong-hu-zhu-xiao 用户注销
yong-hu-zhuang-tai-biao 用户状态表
yong-hu-zuo-biao 用户坐标
yong-hu-zuo-biao-xi 用户坐标系
yong-hu-zuo-ye 用户作业
yong-jiu-dui-huan-wen-jian 永久对换文件
yong-jiu-gu-zhang 永久故障
yong-jiu-xu-dian-lu 永久虚电路
yong-se-kong-zhi 拥塞控制
yong-yu 用于
yong-yu-ji-ben-xing-gui-cheng-zhong 用于基本型规程中
you-biao 游标
you-cheng 又称
you-cheng-bian-ma 游程编码
you-cheng-chang-du-shou-xian-ma 游程长度受限码
you-dao-zhuo-mian-ci-dian 有道桌面词典
you-fa-gu-zhang 诱发故障
you-fan-yi-hai-you-bai-ke 有翻译还有百科
you-hua 优化
you-hua-cao-zuo 优化操作
you-hua-da-shi 优化大师
you-jian 右键
you-jian-fa-song-qing-dan 邮件发送清单
you-jian-fen-fa-qi 邮件分发器
you-jian-guan-li-yuan 邮件管理员
you-jie-wang 有界网
you-jie-xing 有界性
you-ju-xie-yi 邮局协议
you-ju-xing 右句型
you-li-bei-ji-ai-qu-xian 有理贝济埃曲线
you-li-ji-he-she-ji 有理几何设计
you-li-ju-chai-fen 有理据拆分
you-pi-pei 右匹配
you-qiong-xing-wen-ti 有穷性问题
you-qiong-zhuan-xiang-xia-tui-zi-dong-ji 有穷转向下推自动机
you-qiong-zhuang-tai-xi-tong 有穷状态系统
you-qiong-zi-dong-ji 有穷自动机
you-qiong-zi-dong-ji-zui-xiao-hua 有穷自动机最小化
you-ru-kou-de-bi-he-yong-hu-qun 有入口的闭合用户群
you-shi-zhen-tu-xiang-ya-suo 有失真图像压缩
you-sun-ya-suo 有损压缩
you-xian-dian-ji 有限点集
you-xian-dui-lie 优先队列
you-xian-ji 优先级
you-xian-ji-biao 优先级表
you-xian-ji-diao-du 优先级调度
you-xian-ji-kong-zhi 优先级控制
you-xian-ji-tiao-zheng 优先级调整
you-xian-ji-xuan-ze 优先级选择
you-xian-ji-zhong-duan 优先级中断
you-xian-ji-zuo-ye 优先级作业
you-xian-kong-zhi-qi 有限控制器
you-xian-lun-zhuan-fa-diao-du 有限轮转法调度
you-xian-mu-biao 有限目标
you-xian-shu 优先数
you-xian-wang 有限网
you-xian-xing-wen-fa 右线性文法
you-xian-yuan-fa 有限元法
you-xian-yuan-fen-xi 有限元分析
you-xian-yue-shu 优先约束
you-xian-zhuang-tai-ji 有限状态机
you-xian-zhuang-tai-yu-fa 有限状态语法
you-xian-zi-dong-ji 有限自动机
you-xiang-hu 有向弧
you-xiang-tu 有向图
you-xiao 有效
you-xiao-guo-cheng 有效过程
you-xiao-qing-qiu 有效请求
you-xiao-shi-jian 有效时间
you-xiao-shu-ru 有效输入
you-xiao-shu-zi 有效数字
you-xiao-wei 有效位
you-xiao-xiang 有效项
you-xiao-xin-yuan 有效信元
you-xiao-xing 有效性
you-xiao-xing-jian-cha 有效性检查
you-xiao-zi 有效字
you-xiao-zi-fu 有效字符
you-xiao-zi-shu 有效字数
you-xu-sou-suo 有序搜索
you-yi 右移
you-yuan 友元
you-yuan-di-ban 有源底板
you-zheng-ju-zhang 邮政局长
you-zhong-cai-de-xin-wen-zu 有仲裁的新闻组
yu-bian-ma 预编码
yu-bian-yi-cheng-xu 预编译程序
yu-ce-bian-ma 预测编码
yu-ce-kong-zhi 预测控制
yu-ce-mo-xing 预测模型
yu-chong-dian 预充电
yu-chu-li-cheng-xu 预处理程序
yu-diao-du-suan-fa 预调度算法
yu-ding-gu-zhang-jian-ce 预定故障检测
yu-ding-wei-xiu 预定维修
yu-ding-wei-xiu-shi-jian 预订维修时间
yu-fa 语法
yu-fa-fan-chou 语法范畴
yu-fa-fen-xi 语法分析
yu-fa-fen-xi-cheng-xu 语法分析程序
yu-fa-guan-xi 语法关系
yu-fa-miao-shu-yu-yan 语法描述语言
yu-fa-shu-xing 语法属性
yu-fang-xing-wei-hu 预防性维护
yu-fei-men 与非门
yu-fen-jie 域分解
yu-fen-pei 预分配
yu-gou 语构
yu-ji-ce-lue-lu-you-xuan-ze 域际策略路由选择
yu-jing 语境
yu-jing-fen-xi 语境分析
yu-jing-ji-zhi 语境机制
yu-ju 语句
yu-liao-ku 语料库
yu-liao-ku-yu-yan-xue 语料库语言学
yu-men 与门
yu-ming 域名
yu-ming-fu-wu 域名服务
yu-ming-fu-wu-qi 域名服务器
yu-ming-jie-xi 域名解析
yu-ming-xi-tong 域名系统
yu-pen-qu-xian 浴盆曲线
yu-qu 预取
yu-qu-ji-shu 预取技术
yu-sheng-cheng-cao-zuo-xi-tong 预生成操作系统
yu-shi 谕示
yu-shi-ji 谕示机
yu-su-fen-jie 语素分解
yu-su-sheng-cheng 语素生成
yu-xia-xin-dao 阈下信道
yu-xian 逾限
yu-xian-ji-hua-fen-pei 预先计划分配
yu-xian-kong-zhi 逾限控制
yu-yan 语言
yu-yan-biao-zhun 语言标准
yu-yan-cheng-yuan-zheng-ming-xi-tong 语言成员证明系统
yu-yan-chu-li-cheng-xu 语言处理程序
yu-yan-chuan-li-lun 语言串理论
yu-yan-huo-qu 语言获取
yu-yan-miao-shu-yu-yan 语言描述语言
yu-yan-mo-xing 语言模型
yu-yan-shi-bie 语言识别
yu-yan-xin-xi 语言信息
yu-yan-xue-li-lun 语言学理论
yu-yan-xue-mo-xing 语言学模型
yu-yan-zhi-shi-ku 语言知识库
yu-yi 语义
yu-yi-chang 语义场
yu-yi-ci-dian 语义词典
yu-yi-fen-xi 语义分析
yu-yi-he-yi 语义合一
yu-yi-ji-yi 语义记忆
yu-yi-jian-cha 语义检查
yu-yi-ju-li 语义距离
yu-yi-li-lun 语义理论
yu-yi-shu 语义树
yu-yi-shu-ju-mo-xing 语义数据模型
yu-yi-shu-xing 语义属性
yu-yi-wang-luo 语义网络
yu-yi-xiang-guan-xing 语义相关性
yu-yi-xin-xi 语义信息
yu-yi-xue 语义学
yu-yin 语音
yu-yin-chu-li 语音处理
yu-yin-he-cheng 语音合成
yu-yin-shi-bie 语音识别
yu-yong 语用
yu-yong-fen-xi 语用分析
yu-yong-xue 语用学
yu-yue-biao 预约表
yu-zhi 阈值
yu-zhi-luo-ji 阈值逻辑
yu-zhi-sou-suo 阈值搜索
yuan-bian-yi-cheng-xu 元编译程序
yuan-cheng-ban-gong 远程办公
yuan-cheng-cha-xun 远程查询
yuan-cheng-deng-lu-xie-yi 远程登录协议
yuan-cheng-fang-fa-diao-yong 远程方法调用
yuan-cheng-fang-wen 远程访问
yuan-cheng-fang-wen-fu-wu-qi 远程访问服务器
yuan-cheng-fu-wu 远程服务
yuan-cheng-gou-wu 远程购物
yuan-cheng-guo-cheng-diao-yong 远程过程调用
yuan-cheng-hui-yi 远程会议
yuan-cheng-jia-dian 远程加电
yuan-cheng-jiao-shi 远程教室
yuan-cheng-jiao-xue 远程教学
yuan-cheng-jiao-yu 远程教育
yuan-cheng-jin-cheng-diao-yong 远程进程调用
yuan-cheng-kong-zhi 远程控制
yuan-cheng-kong-zhi-ruan-jian 远程控制软件
yuan-cheng-shu-ju-ku-fang-wen 远程数据库访问
yuan-cheng-xin-xi-chu-li-xin-xi 远程信息处理信息
yuan-cheng-xu 源程序
yuan-cheng-zhen-duan 远程诊断
yuan-cheng-zhi-chi-she-shi 远程支持设施
yuan-cheng-zhong-duan 远程终端
yuan-cheng-zi-xun 远程咨询
yuan-cheng-zuo-ye-chu-li-cheng-xu 远程作业处理程序
yuan-cheng-zuo-ye-shu-chu 远程作业输出
yuan-cheng-zuo-ye-shu-ru 远程作业输入
yuan-dao-yuan-zhuan-huan 源到源转换
yuan-di 原地
yuan-di-zhi 源地址
yuan-duan-ou-he-zao-sheng 远端耦合噪声
yuan-duan-que-xian-zhi-shi 远端缺陷指示
yuan-fan-li-ku 源范例库
yuan-fu-wu-qi 源服务器
yuan-gui-hua 元规划
yuan-gui-ze 元规则
yuan-hu-cha-bu 圆弧插补
yuan-jian-shu-xiao-shi 元件数小时
yuan-jiao 圆角
yuan-ke-man-zu-xing 元可满足性
yuan-kong-wang 远控王
yuan-li-tu 原理图
yuan-lu-you-qiao-jie 源路由桥接
yuan-lu-you-suan-fa 源路由算法
yuan-pian-gui-mo-ji-cheng 圆片规模集成
yuan-qu-wang 园区网
yuan-sao-miao 圆扫描
yuan-se 原色
yuan-shi-di-gui-han-shu 原始递归函数
yuan-shi-shu-ju 原始数据
yuan-shu-ju 元数据
yuan-shu-ju-jian-bie 源数据鉴别
yuan-shu-ju-ku 元数据库
yuan-tui-li 元推理
yuan-wen-jian 元文件
yuan-xin-ling 元信令
yuan-xing 原型
yuan-xing-jie-gou 原型结构
yuan-xing-su-cheng 原型速成
yuan-xing-zhi-zuo 原型制作
yuan-yu 原语
yuan-yu-fa 元语法
yuan-yu-yan 元语言
yuan-yu-yan 源语言
yuan-yu-yan-ci-dian 源语言词典
yuan-yu-yan-fen-xi 源语言分析
yuan-zheng-liu-lan-qi 远征浏览器
yuan-zhi-shi 元知识
yuan-zi-cao-zuo 原子操作
yuan-zi-gong-shi 原子公式
yuan-zi-guang-bo 原子广播
yuan-zi-xing 原子性
yuan-zong-he 元综合
yuan-zu 元组
yuan-zu-kang 源阻抗
yue-ding 约定
yue-han-feng-nuo-yi-man 约翰冯诺依曼
yue-jie-ji-lu 越界记录
yue-qi-shu-zi-jie-kou 乐器数字接口
yue-se-fu-xiao-ying 约瑟夫效应
yue-shu 约束
yue-shu-chuan-bo 约束传播
yue-shu-fang-cheng 约束方程
yue-shu-gui-ze 约束规则
yue-shu-han-shu 约束函数
yue-shu-ju-zhen 约束矩阵
yue-shu-man-zu 约束满足
yue-shu-tiao-jian 约束条件
yue-shu-tui-li 约束推理
yue-shu-zhi-shi 约束知识
yun-dong 运动
yun-dong-bu-chang 运动补偿
yun-dong-chong-jian 运动重建
yun-dong-fen-xi 运动分析
yun-dong-gu-ji 运动估计
yun-dong-jian-ce 运动检测
yun-dong-kong-zhi 运动控制
yun-dong-tu-xiang 运动图像
yun-dong-tu-xiang-ya-suo 运动图像压缩
yun-dong-xiang-liang 运动向量
yun-dong-yu-ce 运动预测
